-2.410809993743896484e-01,-1.408424414694309235e-02,2.279776781797409058e-01,-8.426380902528762817e-02,1.243358328938484192e-01,3.246158659458160400e-01,-1.530650407075881958e-01,3.723618686199188232e-01,-2.498145848512649536e-01,-2.911689504981040955e-02,1.346504986286163330e-01,-2.134668827056884766e-01,1.636314243078231812e-01,-2.398169487714767456e-01,1.336497366428375244e-01,3.736225962638854980e-01,3.092609345912933350e-01,1.396748423576354980e-01,1.740741282701492310e-01,-1.200136542320251465e-01,2.350903004407882690e-01,2.104410529136657715e-01,6.999801099300384521e-02,2.182791940867900848e-02,2.410403192043304443e-01,-1.721470057964324951e-01,-1.501967310905456543e-01,-8.490679413080215454e-02,1.833354681730270386e-02,-2.537090480327606201e-01,-9.475059807300567627e-02,8.220164477825164795e-02
3.333818633109331131e-03,1.539002358913421631e-01,-2.169063240289688110e-01,-4.192086309194564819e-02,-1.782977730035781860e-01,2.542713284492492676e-01,2.875265479087829590e-01,-4.095197841525077820e-02,2.339766621589660645e-01,1.883171498775482178e-01,1.505581289529800415e-01,-2.084561735391616821e-01,-1.986216157674789429e-01,9.375176578760147095e-02,2.580168545246124268e-01,9.759403020143508911e-02,1.517359018325805664e-01,2.221795022487640381e-01,-1.653358787298202515e-01,8.684492111206054688e-02,2.102998495101928711e-01,-2.100883126258850098e-01,-3.251632675528526306e-02,-1.346048414707183838e-01,-1.307516172528266907e-02,-3.502930700778961182e-02,1.702454239130020142e-01,1.313146501779556274e-01,-1.747514158487319946e-01,-9.926998615264892578e-02,2.752837836742401123e-01,-1.801203042268753052e-01
-1.506021171808242798e-01,-8.083254098892211914e-03,1.675880551338195801e-01,3.376189246773719788e-02,-1.595869213342666626e-01,2.669187486171722412e-01,8.293715864419937134e-02,-4.712887108325958252e-02,2.382249832153320312e-01,1.957553327083587646e-01,8.377140760421752930e-02,1.908504962921142578e-01,-1.459920406341552734e-01,-1.492624282836914062e-01,-1.553712934255599976e-01,-1.432492882013320923e-01,2.335690259933471680e-01,2.737813591957092285e-01,-2.729055099189281464e-02,-1.937475204467773438e-01,3.583374246954917908e-02,1.356336325407028198e-01,9.738114476203918457e-02,1.459345072507858276e-01,-4.968740046024322510e-02,-3.527522087097167969e-02,2.182716131210327148e-01,-3.178457915782928467e-02,2.001396715641021729e-01,4.047676175832748413e-02,1.412086002528667450e-02,-1.185419335961341858e-01
-1.311037391424179077e-01,1.833097487688064575e-01,4.919734597206115723e-02,9.030423313379287720e-02,-1.525780111551284790e-01,-2.997544780373573303e-02,6.050719320774078369e-02,2.041352689266204834e-01,-1.563714072108268738e-02,2.679771743714809418e-02,-1.228101998567581177e-01,-1.579454541206359863e-01,2.165494412183761597e-01,-1.766387224197387695e-01,-9.693934023380279541e-02,1.073940470814704895e-01,9.182828664779663086e-02,-1.405705213546752930e-01,9.214049205183982849e-03,1.600621491670608521e-01,-2.065824903547763824e-02,-2.482749074697494507e-01,1.313267350196838379e-01,-1.808385103940963745e-01,-3.819757327437400818e-02,-3.470756113529205322e-02,2.666693627834320068e-01,1.336694657802581787e-01,-1.509575992822647095e-01,-1.020385622978210449e-01,2.498742938041687012e-01,1.002501770853996277e-01
2.759614288806915283e-01,-6.132779270410537720e-02,-1.336985547095537186e-02,1.453038603067398071e-01,2.467215508222579956e-01,-1.677047647535800934e-02,8.301265537738800049e-02,-3.028796240687370300e-02,4.965178295969963074e-02,1.350863426923751831e-01,-3.601519390940666199e-02,1.016703527420759201e-02,1.816564351320266724e-01,1.093053147196769714e-01,4.952619224786758423e-02,2.005089521408081055e-01,-6.717790663242340088e-02,7.570548355579376221e-02,1.263399720191955566e-01,-1.732483357191085815e-01,2.246633172035217285e-02,2.079938203096389771e-01,1.888015680015087128e-02,-1.500859260559082031e-01,-3.512731567025184631e-02,-4.116297513246536255e-02,1.767537742853164673e-01,4.111547768115997314e-02,6.751519441604614258e-02,3.567975386977195740e-02,6.791110336780548096e-02,1.202272474765777588e-01
1.406295746564865112e-01,3.174377605319023132e-02,-1.287176311016082764e-01,-1.820458173751831055e-01,-1.255165487527847290e-01,-2.103106379508972168e-01,3.011033684015274048e-02,2.434614598751068115e-01,-2.647261507809162140e-02,2.089809477329254150e-01,-1.936962902545928955e-01,-8.980885893106460571e-02,-2.183646336197853088e-02,-2.520235478878021240e-01,-9.130940586328506470e-02,1.826927810907363892e-01,1.964162886142730713e-01,2.394656538963317871e-01,-8.298949897289276123e-02,6.813862919807434082e-02,-1.983645856380462646e-01,-1.216391772031784058e-01,4.319661110639572144e-02,-5.228413641452789307e-02,-1.170257553458213806e-01,6.901684403419494629e-02,2.855020165443420410e-01,2.067301273345947266e-01,1.386234164237976074e-01,1.225491464138031006e-01,1.304679960012435913e-01,9.812289476394653320e-02
-1.986756175756454468e-01,-1.192559394985437393e-02,-2.366358935832977295e-01,-1.582741290330886841e-01,2.121107876300811768e-01,3.235378768295049667e-03,-4.113317653536796570e-02,1.869252882897853851e-03,-7.962919771671295166e-02,-8.071637153625488281e-02,-1.017205640673637390e-01,-1.518385112285614014e-02,-1.278046071529388428e-01,-2.066037505865097046e-01,-2.190245874226093292e-02,1.188063845038414001e-01,-1.289931088685989380e-01,1.637357920408248901e-01,-2.806763350963592529e-01,1.923748850822448730e-01,3.638554597273468971e-03,1.779852211475372314e-01,3.679043380543589592e-03,-2.110195904970169067e-01,-1.944845020771026611e-01,-1.171892136335372925e-01,2.231084704399108887e-01,2.444673446007072926e-04,-1.041229441761970520e-02,9.161802381277084351e-02,-1.498735249042510986e-01,-1.576728373765945435e-01
-1.098576560616493225e-01,-1.392908096313476562e-01,1.635583043098449707e-01,3.037652187049388885e-02,-7.646188884973526001e-02,4.705153778195381165e-02,1.267117559909820557e-01,-7.890662550926208496e-02,7.336807250976562500e-02,2.744535915553569794e-02,-1.486382633447647095e-01,-1.296112872660160065e-02,-1.501560360193252563e-01,1.733053028583526611e-01,-6.144162639975547791e-02,1.427323520183563232e-01,6.404161453247070312e-02,-1.258320081979036331e-02,4.622474685311317444e-02,1.246122792363166809e-01,-1.456233859062194824e-01,1.852654069662094116e-01,-1.270164698362350464e-01,1.135342791676521301e-01,-1.449230611324310303e-01,-9.042315930128097534e-02,9.202495217323303223e-02,7.754516601562500000e-02,8.041965216398239136e-02,-1.385776419192552567e-02,-1.874551773071289062e-01,-2.661447227001190186e-01
1.543922871351242065e-01,-1.192074120044708252e-01,-1.875716745853424072e-01,-1.474859267473220825e-01,-1.396233588457107544e-01,-5.717922002077102661e-03,8.031880110502243042e-02,-4.051861166954040527e-02,-7.394516468048095703e-02,1.286627203226089478e-01,-5.088739097118377686e-02,4.653974249958992004e-02,2.035444676876068115e-01,-1.819588243961334229e-01,-1.506111472845077515e-01,-8.681079000234603882e-02,-1.722875237464904785e-01,1.062117144465446472e-01,9.306646138429641724e-02,1.196471005678176880e-01,-7.000397890806198120e-02,-2.153769135475158691e-01,1.847001314163208008e-01,-7.232691347599029541e-02,-1.130068749189376831e-01,-6.576099991798400879e-02,-2.746413648128509521e-02,-9.536874480545520782e-03,8.257602900266647339e-02,2.302825450897216797e-01,4.834339767694473267e-02,2.678324095904827118e-02
-6.340062618255615234e-02,1.372680068016052246e-01,8.891176432371139526e-02,2.040764838457107544e-01,1.201758757233619690e-01,-2.340780794620513916e-01,6.318176537752151489e-02,1.495167613029479980e-01,2.616052925586700439e-01,1.519401371479034424e-01,1.385890543460845947e-01,-2.091715186834335327e-01,-4.701139405369758606e-02,3.072348888963460922e-03,2.298773080110549927e-01,-7.189422100782394409e-02,1.723723411560058594e-01,-1.155862435698509216e-01,-1.667470335960388184e-01,2.395908534526824951e-01,2.004201561212539673e-01,1.434494405984878540e-01,-2.068066895008087158e-01,1.727133691310882568e-01,-1.367005854845046997e-01,-1.628563255071640015e-01,-6.051716953516006470e-02,1.010917872190475464e-01,1.505310535430908203e-01,4.669996351003646851e-02,2.246874421834945679e-01,-8.376160264015197754e-02
-1.026200279593467712e-01,-2.206835597753524780e-01,6.100545451045036316e-02,2.391593456268310547e-01,-7.229509949684143066e-02,-2.450311481952667236e-01,-2.226622700691223145e-01,-1.507134288549423218e-01,-1.649963855743408203e-01,2.032564133405685425e-01,-9.924397617578506470e-02,1.708833128213882446e-01,1.907986849546432495e-01,-1.276289671659469604e-01,-2.341927029192447662e-03,9.435000270605087280e-02,-9.544143080711364746e-02,-1.520621627569198608e-01,-9.610518813133239746e-02,-2.875637076795101166e-02,5.096006393432617188e-02,9.728435426950454712e-02,1.208771094679832458e-01,1.676651388406753540e-01,1.014992073178291321e-01,-1.455217003822326660e-01,1.355939805507659912e-01,1.952817142009735107e-01,-2.066824883222579956e-01,1.953414976596832275e-01,2.509222831577062607e-03,-1.895427554845809937e-01
5.790638923645019531e-02,-9.467568993568420410e-02,-3.652863670140504837e-03,-6.882651895284652710e-02,8.254629373550415039e-02,-2.285347282886505127e-01,1.723798811435699463e-01,8.664182573556900024e-02,-1.077724155038595200e-02,2.035424485802650452e-02,-2.570814490318298340e-01,1.082216128706932068e-01,4.633504524827003479e-02,-5.178719386458396912e-02,1.044671460986137390e-01,1.065173298120498657e-01,-1.946382671594619751e-01,4.853166639804840088e-02,-8.484184741973876953e-02,-1.440236121416091919e-01,8.901082724332809448e-02,-1.294701546430587769e-01,-1.526409089565277100e-01,-8.753115311264991760e-03,-1.559769958257675171e-01,1.420103907585144043e-01,-4.750021547079086304e-02,-3.759423643350601196e-02,1.929366737604141235e-01,2.168634533882141113e-01,1.781474649906158447e-01,1.967454105615615845e-01
1.712143272161483765e-01,8.545531332492828369e-02,-2.267362922430038452e-02,-1.795593351125717163e-01,-1.327653974294662476e-01,-2.271253168582916260e-01,8.178478479385375977e-02,1.349238306283950806e-01,1.943354010581970215e-01,-1.997178494930267334e-01,-1.000174600630998611e-02,-2.393942326307296753e-01,1.641490757465362549e-01,-1.892609745264053345e-01,1.803775727748870850e-01,2.377921342849731445e-01,2.256274968385696411e-01,-2.927195429801940918e-01,7.530542463064193726e-02,1.140043288469314575e-01,-4.996259510517120361e-02,1.231499090790748596e-01,1.921812146902084351e-01,2.012110315263271332e-02,1.607739627361297607e-01,-3.873464092612266541e-02,-1.014035046100616455e-01,1.025331616401672363e-01,9.134546667337417603e-02,1.662347912788391113e-01,1.805684566497802734e-01,7.811109721660614014e-02
-4.546032845973968506e-02,1.365821212530136108e-01,-5.829984322190284729e-02,-3.555565699934959412e-02,1.285666674375534058e-01,-1.974021941423416138e-01,9.005109220743179321e-02,2.091958820819854736e-01,2.298847138881683350e-01,2.417178452014923096e-01,-2.331333607435226440e-01,1.349804848432540894e-01,2.110985666513442993e-02,3.271230682730674744e-02,3.561341166496276855e-01,-2.943845093250274658e-01,-1.199422054924070835e-03,-5.092417821288108826e-02,1.533928960561752319e-01,1.284488569945096970e-02,2.246133834123611450e-01,-1.000790521502494812e-01,2.351800650358200073e-01,-9.095863997936248779e-02,6.446582078933715820e-02,9.114593267440795898e-02,-1.717564761638641357e-01,3.896129727363586426e-01,-1.026612743735313416e-01,-2.311613410711288452e-02,-1.690167933702468872e-01,-1.417575627565383911e-01
